t,x,y
2.693386773547094,4.729719945885381,1.61808065862331
2.717434869739479,4.701037415879254,1.639476075744219
2.741482965931864,4.674170252982171,1.662328351096548
2.765531062124249,4.649118457194135,1.686637484680298
2.789579158316633,4.625882028515144,1.71240347649547
2.813627254509018,4.604460966945197,1.739626326542063
2.837675350701403,4.584855272484297,1.768306034820076
2.861723446893787,4.567064945132442,1.79844260132951
2.885771543086172,4.551089984889632,1.830036026070366
2.909819639278557,4.536930391755869,1.863086309042643
2.933867735470942,4.52458616573115,1.897593450246341
2.957915831663327,4.514057306815477,1.93355744968146
2.981963927855711,4.505343815008849,1.970978307348001
3.006012024048096,6.348989364351739,2.836634600509003
3.03006012024048,6.339760599161222,2.892068730306476
3.054108216432866,6.330354035100858,2.947567315908973
3.07815631262525,6.320769672170649,3.003130357316489
3.102204408817635,6.311007510370596,3.058757854529029
3.12625250501002,6.301067549700695,3.114449807546589
3.150300601202405,6.290949790160951,3.170206216369173
3.174348697394789,6.28065423175136,3.226027080996775
3.198396793587174,6.270180874471924,3.281912401429402
3.222444889779559,6.259529718322643,3.337862177667049
3.246492985971944,6.248700763303516,3.393876409709719
3.270541082164328,6.237694009414543,3.449955097557408
3.294589178356714,6.226509456655725,3.506098241210122
3.318637274549098,6.215147105027063,3.562305840667856
3.342685370741483,6.203606954528554,3.618577895930612
3.366733466933868,6.191889005160199,3.674914406998389
3.390781563126253,6.179993256922001,3.731315373871189
3.414829659318637,6.167919709813955,3.787780796549009
3.438877755511022,6.155668363836064,3.844310675031852
3.462925851703407,6.143239218988328,3.900905009319716
3.486973947895792,6.130632275270746,3.957563799412602
3.511022044088176,6.11784753268332,4.014287045310509
3.535070140280562,6.104884991226047,4.07107474701344
3.559118236472946,6.09174465089893,4.127926904521389
3.583166332665331,6.078426511701966,4.184843517834363
3.607214428857715,6.064930573635158,4.241824586952356
3.631262525050101,6.051256836698503,4.298870111875374
3.655310621242485,6.037405300892004,4.35598009260341
3.679358717434869,6.02337596621566,4.413154529136468
3.703406813627254,6.009168832669468,4.470393421474549
3.727454909819639,5.994783900253433,4.527696769617652
3.751503006012024,5.980221168967551,4.585064573565776
3.775551102204409,5.965480638811824,4.642496833318922
3.799599198396793,5.950562309786252,4.699993548877091
3.823647294589178,5.935466181890835,4.75755472024028
3.847695390781563,5.920192255125571,4.81518034740849
3.871743486973948,5.904740529490462,4.872870430381723
3.895791583166333,5.889111004985509,4.930624969159978
3.919839679358717,5.873303681610709,4.988443963743254
3.943887775551102,5.857318559366064,5.046327414131552
3.967935871743487,5.841155638251574,5.104275320324871
3.991983967935872,5.824814918267237,5.162287682323213
4.016032064128257,5.628610772179933,5.672124057765649
4.040080160320642,5.603164262178535,5.710877815263171
4.064128256513026,5.577712590639442,5.748342818552397
4.08817635270541,5.55225575756265,5.784519067633328
4.112224448897796,5.526793762948159,5.819406562505964
4.136272545090181,5.501326606795969,5.853005303170304
4.160320641282565,5.475854289106082,5.88531528962635
4.18436873747495,5.450376809878496,5.9163365218741
4.208416833667335,5.424894169113212,5.946068999913556
4.23246492985972,5.399406366810228,5.974512723744716
4.256513026052104,5.373913402969547,6.001667693367581
4.280561122244489,5.348415277591168,6.02753390878215
4.304609218436874,5.32291199067509,6.052111369988425
4.328657314629259,5.297403542221313,6.075400076986403
4.352705410821643,5.27188993222984,6.097400029776085
4.376753507014028,5.246371160700667,6.118111228357474
4.400801603206412,5.220847227633796,6.137533672730568
4.424849699398798,5.195318133029226,6.155667362895366
4.448897795591182,5.169783876886958,6.172512298851868
4.472945891783567,5.14424445920699,6.188068480600076
4.496993987975952,5.118699879989326,6.202335908139987
4.521042084168337,5.093150139233963,6.215314581471605
4.545090180360721,5.067595236940901,6.227004500594925
4.569138276553106,5.042035173110141,6.237405665509954
4.593186372745491,5.016469947741683,6.246518076216685
4.617234468937876,4.990899560835525,6.25434173271512
4.64128256513026,4.965324012391671,6.26087663500526
4.665330661322646,4.939743302410116,6.266122783087106
4.68937875751503,4.914157430890864,6.270080176960656
4.713426853707415,4.888566397833914,6.272748816625912
4.737474949899799,4.862970203239264,6.274128702082871
4.761523046092185,4.837368847106918,6.274219833331536
4.785571142284569,4.811762329436872,6.273022210371905
4.809619238476954,4.786150650229128,6.270535833203979
4.833667334669339,4.760533809483686,6.266760701827758
4.857715430861724,4.734911807200545,6.261696816243241
4.881763527054108,4.709284643379705,6.255344176450429
4.905811623246493,4.683652318021168,6.247702782449322
4.929859719438878,4.658014831124932,6.23877263423992
4.953907815631263,4.632372182690998,6.228553731822222
4.977955911823647,4.606724372719365,6.21704607519623
5.002004008016032,4.581073777628674,6.204254921085547
5.026052104208416,4.555814882832937,6.191052885560863
5.050100200400801,4.531235234919702,6.178076032137977
5.074148296593187,4.50733483388897,6.165324360816891
5.098196392785571,4.484113679740743,6.152797871597604
5.122244488977955,4.461571772475019,6.140496564480117
5.14629258517034,4.439709112091798,6.12842043946443
5.170340681362726,4.418525698591081,6.116569496550542
5.19438877755511,4.398021531972867,6.104943735738455
5.218436873747494,4.378196612237157,6.093543157028167
5.24248496993988,4.35905093938395,6.082367760419679
5.266533066132265,4.340584513413246,6.07141754591299
5.290581162324649,4.322797334325047,6.060692513508101
5.314629258517034,4.305689402119351,6.050192663205011
5.338677354709419,4.289260716796158,6.039917995003721
5.362725450901804,4.273511278355469,6.02986850890423
5.386773547094188,4.258441086797284,6.020044204906541
5.410821643286573,4.244050142121601,6.01044508301065
5.434869739478958,4.230338444328422,6.001071143216558
5.458917835671343,4.217305993417747,5.991922385524267
5.482965931863728,4.204952789389576,5.982998809933775
5.507014028056112,4.193278832243908,5.974300416445083
5.531062124248497,4.182284121980743,5.96582720505819
5.555110220440882,4.171968658600081,5.957579175773098
5.579158316633267,4.162332442101924,5.949556328589805
5.603206412825651,4.153375472486269,5.941758663508311
5.627254509018036,4.145097749753119,5.934186180528617
5.651302605210422,4.137499273902472,5.926838879650724
5.675350701402805,4.130580044934328,5.919716760874629
5.69939879759519,4.124340062848688,5.912819824200334
5.723446893787575,4.118779327645552,5.906148069627839
5.74749498997996,4.113897839324919,5.899701497157143
5.771543086172344,4.109695597886789,5.893480106788248
5.795591182364729,4.106172603331163,5.887483898521151
5.819639278557114,4.10332885565804,5.881712872355855
5.843687374749499,4.101164354867421,5.876167028292357
5.867735470941883,4.099679100959306,5.870846366330661
5.891783567134269,4.098873093933693,5.865750886470764
5.915831663326653,4.098746333790586,5.860880588712666
5.939879759519038,4.09929882052998,5.856235473056367
5.963927855711423,4.100530554151879,5.851815539501869
5.987975951903808,4.102441534656281,5.847620788049171
6.012024048096192,3.48681153688205,6.773625340920174
6.036072144288577,3.471147556681837,6.761247159316266
6.060120240480961,3.455605559347266,6.747782498348141
6.084168336673346,3.440185544878336,6.733231358015798
6.108216432865731,3.424887513275047,6.717593738319239
6.132264529058116,3.409711464537402,6.700869639258465
6.1563126252505,3.394657398665399,6.683059060833473
6.180360721442885,3.379725315659036,6.664162003044264
6.204408817635271,3.364915215518316,6.644178465890837
6.228456913827655,3.350227098243238,6.623108449373195
6.252505010020039,3.335660963833802,6.600951953491337
6.276553106212424,3.321216812290007,6.57770897824526
6.30060120240481,3.306894643611854,6.553379523634968
6.324649298597194,3.292694457799344,6.527963589660459
6.348697394789578,3.278616254852475,6.501461176321731
6.372745490981964,3.264660034771249,6.473872283618789
6.396793587174349,3.250825797555664,6.44519691155163
6.420841683366733,3.23711354320572,6.415435060120252
6.444889779559118,3.22352327172142,6.38458672932466
6.468937875751503,3.21005498310276,6.35265191916485
6.492985971943888,3.196708677349743,6.319630629640822
6.517034068136272,3.183484354462367,6.285522860752579
6.541082164328657,3.170382014440634,6.250328612500119
6.565130260521042,3.157401657284543,6.214047884883441
6.589178356713427,3.144543282994093,6.176680677902548
6.613226452905812,3.131806891569285,6.138226991557437
6.637274549098196,3.11919248301012,6.098686825848111
6.661322645290581,3.106700057316595,6.058060180774566
6.685370741482966,3.094329614488713,6.016347056336803
6.709418837675351,3.082081154526474,5.973547452534827
6.733466933867735,3.069954677429876,5.929661369368633
6.75751503006012,3.05795018319892,5.884688806838222
6.781563126252506,3.046067671833605,5.838629764943592
6.80561122244489,3.034307143333932,5.791484243684748
6.829659318637274,3.022668597699902,5.743252243061688
6.85370741482966,3.011152034931513,5.693933763074408
6.877755511022045,2.999757455028766,5.643528803722913
6.901803607214429,2.988484857991662,5.592037365007203
6.925851703406813,2.977334243820199,5.539459446927275
6.949899799599199,2.966305612514378,5.485795049483128
6.973947895791584,2.955398964074198,5.431044172674765
6.997995991983968,2.944614298499661,5.375206816502187
7.022044088176353,3.999988504423375,5.123455328666775
7.046092184368738,3.996352833948861,5.073841618796417
7.070140280561123,3.992453877366129,5.024166118823869
7.094188376753507,3.988291634675182,4.974428828749136
7.118236472945892,3.983866105876019,4.924629748572213
7.142284569138277,3.979177290968638,4.874768878293099
7.166332665330662,3.974225189953042,4.824846217911798
7.190380761523047,3.96900980282923,4.774861767428308
7.214428857715431,3.963531129597201,4.724815526842631
7.238476953907816,3.957789170256956,4.674707496154763
7.262525050100201,3.951783924808494,4.624537675364707
7.286573146292586,3.945515393251817,4.574306064472463
7.31062124248497,3.938983575586923,4.524012663478031
7.334669338677354,3.932188471813813,4.47365747238141
7.358717434869739,3.925130081932486,4.423240491182601
7.382765531062123,3.917808405942944,4.372761719881603
7.406813627254508,3.910223443845184,4.322221158478413
7.430861723446894,3.902375195639209,4.271618806973036
7.454909819639278,3.894263661325017,4.220954665365473
7.478957915831662,3.885888840902609,4.17022873365572
7.503006012024048,3.877250734371985,4.119441011843776
7.527054108216433,3.868349341733144,4.068591499929644
7.551102204408817,3.859184662986087,4.017680197913325
7.575150300601202,3.849756698130814,3.966707105794819
7.599198396793587,3.840065447167325,3.91567222357412
7.623246492985972,3.830110910095618,3.864575551251233
7.647294589178356,3.819893086915697,3.81341708882616
7.671342685370741,3.809411977627559,3.762196836298899
7.695390781563126,3.798667582231204,3.710914793669446
7.719438877755511,3.787659900726633,3.659570960937804
7.743486973947896,3.776388933113846,3.608165338103976
7.76753507014028,3.764854679392843,3.55669792516796
7.791583166332665,3.753057139563622,3.505168722129753
7.81563126252505,3.740996313626186,3.453577728989357
7.839679358717435,3.728672201580534,3.401924945746774
7.863727454909819,3.716084803426665,3.350210372402003
7.887775551102204,3.70323411916458,3.298434008955041
7.91182364729459,3.690120148794279,3.24659585540589
7.935871743486974,3.676742892315762,3.194695911754553
7.959919839679358,3.663102349729028,3.142734178001027
7.983967935871743,3.649198521034078,3.090710654145311
8.008016032064129,3.635006902696368,3.038663143986263
8.032064128256513,3.620208948770533,2.987083096907529
8.056112224448897,3.604706645120245,2.936121728103787
8.080160320641284,3.5884999917455,2.885779037575031
8.104208416833668,3.571588988646303,2.83605502532127
8.128256513026052,3.553973635822653,2.786949691342499
8.152304609218437,3.535653933274548,2.738463035638719
8.176352705410821,3.51662988100199,2.690595058209931
8.200400801603207,3.496901479004977,2.64334575905613
8.224448897795591,3.476468727283511,2.596715138177323
8.248496993987976,3.455331625837591,2.550703195573507
8.272545090180362,3.433490174667216,2.505309931244679
8.296593186372746,3.410944373772389,2.460535345190844
8.320641282565131,3.387694223153108,2.416379437412001
8.344689378757515,3.363739722809373,2.372842207908148
8.368737474949899,3.339080872741184,2.329923656679286
8.392785571142285,3.31371767294854,2.287623783725413
8.41683366733467,3.287650123431443,2.245942589046533
8.440881763527054,3.260878224189893,2.204880072642644
8.46492985971944,3.233401975223886,2.164436234513742
8.488977955911825,3.205221376533429,2.124611074659835
8.513026052104209,3.176336428118517,2.085404593080918
8.537074148296593,3.146747129979151,2.046816789776992
8.561122244488978,3.116453482115332,2.008847664748058
8.585170340681364,3.085455484527056,1.971497217994111
8.609218436873748,3.053753137214329,1.934765449515158
8.633266533066132,3.021346440177148,1.898652359311196
8.657314629258519,2.98823539341551,1.863157947382222
8.681362725450901,2.954419996929425,1.828282213728244
8.705410821643286,2.919900250718882,1.794025158349254
8.729458917835672,2.884676154783883,1.760386781245252
8.753507014028056,2.848747709124433,1.727367082416245
8.77755511022044,2.81211491374053,1.694966061862227
8.801603206412825,2.774777768632172,1.663183719583201
8.825651302605209,2.73673627379936,1.632020055579166
8.849699398797595,2.697990429242092,1.601475069850119
8.87374749498998,2.658540234960372,1.571548762396065
8.897795591182364,2.6183856909542,1.542241133217002
8.92184368737475,2.57752679722357,1.513552182312928
8.945891783567134,2.535963553768489,1.485481909683847
8.969939879759519,2.493695960588954,1.458030315329757
8.993987975951903,2.450724017684966,1.431197399250657
9.018036072144287,2.407302774679478,1.404894848678295
9.042084168336673,2.36405568620596,1.378906787956189
9.066132264529058,2.321011091111353,1.353223404554433
9.090180360721442,2.278168989395656,1.327844698473024
9.114228456913828,2.235529381058862,1.30277066971196
9.138276553106213,2.193092266100982,1.278001318271244
9.162324649298597,2.150857644522009,1.253536644150876
9.186372745490981,2.108825516321945,1.229376647350855
9.210420841683366,2.066995881500789,1.20552132787118
9.234468937875752,2.025368740058539,1.181970685711851
9.258517034068136,1.9839440919952,1.158724720872871
9.282565130260521,1.94272193731077,1.135783433354238
9.306613226452907,1.901702276005245,1.11314682315595
9.330661322645291,1.860885108078632,1.090814890278011
9.354709418837675,1.820270433530927,1.068787634720419
9.37875751503006,1.779858252362131,1.047065056483174
9.402805611222444,1.739648564572243,1.025647155566275
9.42685370741483,1.69964137016126,1.004533931969723
9.450901803607215,1.659836669129189,0.9837253856935185
9.474949899799599,1.620234461476027,0.9632215167376614
9.498997995991985,1.58083474720177,0.9430223251021499
9.523046092184369,1.541637526306425,0.9231278107869867
9.547094188376754,1.502642798789988,0.9035379737921705
9.571142284569138,1.463850564652459,0.8842528141177013
9.595190380761522,1.425260823893839,0.8652723317635794
9.619238476953909,1.386873576514124,0.8465965267298029
9.643286573146293,1.348688822513321,0.8282253990163748
9.667334669338677,1.310706561891427,0.8101589486232936
9.691382765531063,1.272926794648437,0.7923971755505583
9.715430861723448,1.23534952078436,0.7749400797981714
9.739478957915832,1.19797474029919,0.7577876613661313
9.763527054108216,1.16080245319293,0.7409399202544382
9.787575150300601,1.123832659465577,0.7243968564630923
9.811623246492987,1.087065359117131,0.708158469992092
9.835671342685371,1.050500552147596,0.69222476084144
9.859719438877756,1.014138238556968,0.676595729011135
9.883767535070142,0.9779784183452473,0.6612713745011759
9.907815631262526,0.9420210915124374,0.646251697311565
9.93186372745491,0.9062662580585359,0.631536697442301
9.955911823647295,0.8707139179835429,0.6171263748933841
9.979959919839679,0.8353640712874583,0.603020729664814
10.00400801603206,0.5429805295150725,0.9315869222793133
10.02805611222445,0.5338084297474428,0.9120035868258538
10.05210420841683,0.5245609349852185,0.8923957455401739
10.07615230460922,0.5152380452283988,0.872763398422272
10.1002004008016,0.5058397604769853,0.8531065454721513
10.12424849699399,0.4963660807309772,0.8334251866898098
10.14829659318637,0.4868170059903737,0.8137193220752468
10.17234468937876,0.4771925362551765,0.7939889516284648
10.19639278557114,0.4674926715253847,0.7742340753494622
10.22044088176353,0.4577174118009982,0.7544546932382394
10.24448897795591,0.4478667570820172,0.734650805294796
10.2685370741483,0.4379407073684409,0.7148224115191308
10.29258517034068,0.4279392626602708,0.6949695119112466
10.31663326653307,0.417862422957506,0.6750921064711419
10.34068136272545,0.4077101882601459,0.6551901951988154
10.36472945891784,0.397482558568192,0.6352637780942698
10.38877755511022,0.3871795338816434,0.615312855157504
10.4128256513026,0.3768011142005004,0.5953374263885176
10.43687374749499,0.3663472995247628,0.575337491787311
10.46092184368737,0.3558180898544298,0.5553130513538822
10.48496993987976,0.345213485189503,0.5352641050882345
10.50901803607214,0.3345334855299816,0.5151906529903665
10.53306613226453,0.3237780908758649,0.4950926950602765
10.55711422845691,0.3129473012271543,0.4749702312979676
10.5811623246493,0.3020411165838492,0.4548232617034383
10.60521042084168,0.2910595369459495,0.4346517862766885
10.62925851703407,0.2800025623134552,0.4144558050177183
10.65330661322645,0.2688701926863655,0.3942353179265262
10.67735470941884,0.2576624280646821,0.3739903250031152
10.70140280561122,0.2463792684484041,0.3537208262474838
10.72545090180361,0.2350207138375306,0.3334268216596303
10.74949899799599,0.2235867642320634,0.313108311239558
10.77354709418838,0.2120774196320017,0.2927652949872653
10.79759519038076,0.2004926800373453,0.2723977729027521
10.82164328657315,0.1888325454480944,0.2520057449860185
10.84569138276553,0.1770970158642481,0.231589211237063
10.86973947895792,0.165286091285808,0.2111481716558885
10.8937875751503,0.1533997717127733,0.1906826262424937
10.91783567134269,0.1414380571451432,0.1701925749968768
10.94188376753507,0.1294009475829194,0.1496780179190411
10.96593186372746,0.117288443026101,0.1291389550089849
10.98997995991984,0.105100543474688,0.1085753862667083
11.01402805611222,0.1,0.1
11.03807615230461,0.1,0.1
11.06212424849699,0.1,0.1
11.08617234468938,0.1,0.1
11.11022044088176,0.1,0.1
11.13426853707415,0.1,0.1
11.15831663326653,0.1,0.1
11.18236472945892,0.1,0.1
11.2064128256513,0.1,0.1
11.23046092184369,0.1,0.1
11.25450901803607,0.1,0.1
11.27855711422846,0.1,0.1
11.30260521042084,0.1,0.1
11.32665330661323,0.1,0.1
11.35070140280561,0.1,0.1
11.374749498998,0.1,0.1
11.39879759519038,0.1,0.1
11.42284569138276,0.1,0.1
11.44689378757515,0.1,0.1
11.47094188376753,0.1,0.1
11.49498997995992,0.1,0.1
11.5190380761523,0.1,0.1
11.54308617234469,0.1,0.1
11.56713426853707,0.1,0.1
11.59118236472946,0.1,0.1
11.61523046092184,0.1,0.1
11.63927855711423,0.1,0.1
11.66332665330661,0.1,0.1
11.687374749499,0.1,0.1
11.71142284569138,0.1,0.1
11.73547094188377,0.1,0.1
11.75951903807615,0.1,0.1
11.78356713426854,0.1,0.1
11.80761523046092,0.1,0.1
11.83166332665331,0.1,0.1
11.85571142284569,0.1,0.1
11.87975951903808,0.1,0.1
11.90380761523046,0.1,0.1
11.92785571142285,0.1,0.1
11.95190380761523,0.1,0.1
11.97595190380762,0.1,0.1
12,0.1,0.1
